source_file,split,feature,count,mean,std,min,q01,q25,median,q75,q99,max,missing_count,missing_rate,infinite_count,infinite_rate,zero_count,zero_rate,n_unique
hai-train1.csv,train_unlabeled,P1_FCV01D,280800.0,33.38317529825499,25.84348112077517,0.0,0.0,9.44071,25.55663,60.62714,78.2687402,81.42152,0,0.0,0,0.0,5126,0.018254985754985756,261188
hai-train1.csv,train_unlabeled,P1_FCV01Z,280800.0,33.26080746965812,26.106280747635818,0.32196,0.33722,9.21021,25.52185,60.74677,78.61481,81.9107,0,0.0,0,0.0,0,0.0,9400
hai-train1.csv,train_unlabeled,P1_FCV02D,280800.0,44.149669990527066,40.04685641167028,15.0,15.0,15.0,15.0,100.0,100.0,100.0,0,0.0,0,0.0,0,0.0,5641
hai-train1.csv,train_unlabeled,P1_FCV02Z,280800.0,39.97182178792735,37.254124645787144,12.30011,12.33063,12.4527,12.68158,97.29919,97.58148,97.59674,0,0.0,0,0.0,0,0.0,8275
hai-train1.csv,train_unlabeled,P1_FCV03D,280800.0,53.87186969259261,2.8723736318980206,48.39803,49.6870291,51.91153,53.110555,55.728215,64.4057623,66.12566,0,0.0,0,0.0,0,0.0,233049
hai-train1.csv,train_unlabeled,P1_FCV03Z,280800.0,54.547071865847585,2.9489029492411865,48.95935,50.2182,52.46887,53.87268,56.4743,65.31677,66.86554,0,0.0,0,0.0,0,0.0,1747
hai-train1.csv,train_unlabeled,P1_FT01,280800.0,62.03982618425925,7.839760787938368,0.80104,46.57743,57.06784,61.64551,66.41388,82.05413,198.78384,0,0.0,0,0.0,0,0.0,683
hai-train1.csv,train_unlabeled,P1_FT01Z,280800.0,323.00436059618943,40.565939261638384,4.17075,242.51317,297.13321,320.96759,345.79492,427.22849,892.22717,0,0.0,0,0.0,0,0.0,684
hai-train1.csv,train_unlabeled,P1_FT02,280800.0,1098.2733880732906,1047.4381978920305,3.47139,4.23427,48.10335,658.07336,2377.73877,2478.44678,2506.67578,0,0.0,0,0.0,0,0.0,13023
hai-train1.csv,train_unlabeled,P1_FT02Z,280800.0,1669.4476206500715,1286.973281559178,18.07437,22.04645,250.45811,1629.57812,3109.79663,3175.86108,3190.0,0,0.0,0,0.0,0,0.0,13021
hai-train1.csv,train_unlabeled,P1_FT03,280800.0,245.3620064712251,13.320252166124815,218.04811,226.24965,234.64203,242.84363,252.95255,275.45926,282.70721,0,0.0,0,0.0,0,0.0,337
hai-train1.csv,train_unlabeled,P1_FT03Z,280800.0,996.0862624246795,26.526574069763665,936.14972,954.84918,973.98383,992.68347,1013.93665,1051.56787,1063.68652,0,0.0,0,0.0,0,0.0,337
hai-train1.csv,train_unlabeled,P1_LCV01D,280800.0,15.018768309188037,2.795874979933195,0.81163,8.380098100000001,13.18285,15.037505,16.8541725,21.7278706,34.8345,0,0.0,0,0.0,0,0.0,237596
hai-train1.csv,train_unlabeled,P1_LCV01Z,280800.0,14.905044367200853,2.7989616756904194,0.31433,8.27179,13.13171,15.03143,16.70227,21.79871,35.02045,0,0.0,0,0.0,0,0.0,2404
hai-train1.csv,train_unlabeled,P1_LIT01,280800.0,355.45624442097574,28.895244513895776,285.60059,297.40857,333.29269,355.11963,381.03592,404.65195,426.53,0,0.0,0,0.0,0,0.0,2576
hai-train1.csv,train_unlabeled,P1_PCV01D,280800.0,27.641835659081195,2.4367999884858684,13.15659,22.2008181,26.0464075,27.588745000000003,29.1043725,34.399143800000004,39.30491,0,0.0,0,0.0,0,0.0,232591
hai-train1.csv,train_unlabeled,P1_PCV01Z,280800.0,28.09417823896012,2.4543948669911857,13.55133,22.47772,26.50604,28.05481,29.58069,34.95948630000007,39.68964,0,0.0,0,0.0,0,0.0,2233
hai-train1.csv,train_unlabeled,P1_PCV02D,280800.0,12.000758452742165,0.03765731093977437,12.0,12.0,12.0,12.0,12.0,12.0,16.44822,0,0.0,0,0.0,0,0.0,223
hai-train1.csv,train_unlabeled,P1_PCV02Z,280800.0,11.962716878454414,0.1215619530682194,11.78894,11.8042,11.81183,12.04071,12.04834,12.05597,16.29791,0,0.0,0,0.0,0,0.0,68
hai-train1.csv,train_unlabeled,P1_PIT01,280800.0,1.1258466928774924,0.10568185201165313,0.48462,0.8577,1.06064,1.13007,1.19339,1.37955,2.04788,0,0.0,0,0.0,0,0.0,1237
hai-train1.csv,train_unlabeled,P1_PIT01_HH,280800.0,524320.0,0.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P1_PIT02,280800.0,0.6057139373219373,0.35897145837933786,0.31219,0.31906,0.37399,0.39459,0.76309,1.50391,1.54282,0,0.0,0,0.0,0,0.0,1612
hai-train1.csv,train_unlabeled,P1_PP01AD,280800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,280800,1.0,1
hai-train1.csv,train_unlabeled,P1_PP01AR,280800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,280800,1.0,1
hai-train1.csv,train_unlabeled,P1_PP01BD,280800.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P1_PP01BR,280800.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P1_PP02D,280800.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P1_PP02R,280800.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P1_PP04,280800.0,25.166693626816237,16.494825350645815,0.0,0.0,6.099855,34.343265,40.0,40.0,45.0,0,0.0,0,0.0,41613,0.14819444444444443,145614
hai-train1.csv,train_unlabeled,P1_PP04D,280800.0,0.6363176638176639,0.4810595791277894,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,102122,0.3636823361823362,2
hai-train1.csv,train_unlabeled,P1_PP04SP,280800.0,27.923367372756406,0.10972112479652812,27.72704,27.72704,27.98469,27.98469,27.98469,27.98469,27.98469,0,0.0,0,0.0,0,0.0,17
hai-train1.csv,train_unlabeled,P1_SOL01D,280800.0,524320.0,0.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P1_SOL03D,280800.0,524320.0,0.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P1_STSP,280800.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P1_TIT01,280800.0,30.639286847685185,1.3237978181980672,27.8534,28.17383,29.74548,30.34057,31.5155,33.6975,34.12476,0,0.0,0,0.0,0,0.0,412
hai-train1.csv,train_unlabeled,P1_TIT02,280800.0,35.99535272813391,1.908315098917657,32.52258,32.7362,34.41467,35.72692,37.87842,39.29749,39.61792,0,0.0,0,0.0,0,0.0,466
hai-train1.csv,train_unlabeled,P1_TIT03,280800.0,28.163483975035614,1.185344504696648,25.90579,26.13943,27.10187,28.05435,29.14096,30.42447,30.59579,0,0.0,0,0.0,0,0.0,934
hai-train1.csv,train_unlabeled,P2_24Vdc,280800.0,28.034975232015675,0.003446104978556583,28.02041,28.02733,28.03257,28.03514,28.03767,28.04294,28.0499,0,0.0,0,0.0,0,0.0,244
hai-train1.csv,train_unlabeled,P2_ATSW_Lamp,280800.0,0.7943340455840456,0.4041881386250515,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,57751,0.20566595441595442,2
hai-train1.csv,train_unlabeled,P2_AutoGO,280800.0,0.7943304843304844,0.4041907319525069,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,57752,0.20566951566951566,2
hai-train1.csv,train_unlabeled,P2_AutoSD,280800.0,119.54261025352562,8.36029313315081,100.73859,100.73859,113.14375,120.3402,127.18933,129.28047,129.28047,0,0.0,0,0.0,0,0.0,25
hai-train1.csv,train_unlabeled,P2_Emerg,280800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,280800,1.0,1
hai-train1.csv,train_unlabeled,P2_MASW,280800.0,0.20566951566951566,0.4041907319525069,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,223048,0.7943304843304844,2
hai-train1.csv,train_unlabeled,P2_MASW_Lamp,280800.0,0.20566951566951566,0.4041907319525069,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,223048,0.7943304843304844,2
hai-train1.csv,train_unlabeled,P2_ManualGO,280800.0,0.20566595441595442,0.4041881386250515,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,223049,0.7943340455840456,2
hai-train1.csv,train_unlabeled,P2_ManualSD,280800.0,10.623628020690882,4.424374049817093,0.0,0.0,12.06382,12.08401,12.83155,12.92742,12.92742,0,0.0,0,0.0,41286,0.14702991452991454,7
hai-train1.csv,train_unlabeled,P2_OnOff,280800.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P2_RTR,280800.0,2880.0,0.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P2_SCO,280800.0,54670.470302706555,211.11640058450712,54150.0,54162.0,54704.0,54756.0,54819.0,54830.0,54833.0,0,0.0,0,0.0,0,0.0,138
hai-train1.csv,train_unlabeled,P2_SCST,280800.0,720.5394270824431,0.18862617417492122,719.45734,719.8744494,720.45575,720.55371,720.65222,720.91431,721.14258,0,0.0,0,0.0,0,0.0,14616
hai-train1.csv,train_unlabeled,P2_SIT01,280800.0,890.321136039886,42.0287447835461,746.0,779.0,887.0,908.0,918.0,935.0,942.0,0,0.0,0,0.0,0,0.0,195
hai-train1.csv,train_unlabeled,P2_TripEx,280800.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P2_VIBTR01,280800.0,6.544948100071225,0.43164948085587995,5.1235,5.5975,6.2264,6.55505,6.8753,7.383501000000001,7.5898,0,0.0,0,0.0,0,0.0,20203
hai-train1.csv,train_unlabeled,P2_VIBTR02,280800.0,-2.9121423967236453,0.3942154115577005,-3.9486,-3.7018,-3.216,-2.9099,-2.5936,-2.107298999999999,-1.8484,0,0.0,0,0.0,0,0.0,18283
hai-train1.csv,train_unlabeled,P2_VIBTR03,280800.0,9.259638906339033,0.3537569498628799,7.9889,8.386099000000002,9.0163,9.2792,9.5054,9.962801,10.1432,0,0.0,0,0.0,0,0.0,17786
hai-train1.csv,train_unlabeled,P2_VIBTR04,280800.0,-0.7062384950142451,0.31907759533686136,-1.5654,-1.3654,-0.932,-0.7178,-0.4953,0.0854,0.3069,0,0.0,0,0.0,4,1.4245014245014244e-05,16342
hai-train1.csv,train_unlabeled,P2_VT01,280800.0,11.955594233582623,0.04961768269365069,11.78804,11.854,11.9167,11.954655,11.99666,12.04782,12.07476,0,0.0,0,0.0,0,0.0,22327
hai-train1.csv,train_unlabeled,P2_VTR01,280800.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P2_VTR02,280800.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P2_VTR03,280800.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P2_VTR04,280800.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P3_FIT01,280800.0,1064.012297008547,1662.8611541293033,21.0,24.0,29.0,60.0,1825.0,5299.0,5458.0,0,0.0,0,0.0,0,0.0,5403
hai-train1.csv,train_unlabeled,P3_LCP01D,280800.0,5012.956353276353,5149.708071193203,-16.0,-8.0,104.0,3056.0,10024.0,13800.0,13824.0,0,0.0,0,0.0,16080,0.05726495726495726,1731
hai-train1.csv,train_unlabeled,P3_LCV01D,280800.0,7304.814358974359,6834.596298458086,-176.0,-176.0,-64.0,6464.0,14384.0,17136.0,19408.0,0,0.0,0,0.0,1239,0.004412393162393162,1135
hai-train1.csv,train_unlabeled,P3_LH01,280800.0,70.0,0.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P3_LIT01,280800.0,14896.81995014245,3363.847562118904,8008.0,8283.0,12323.0,15492.0,17849.0,19430.0,19733.0,0,0.0,0,0.0,0,0.0,8979
hai-train1.csv,train_unlabeled,P3_LL01,280800.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0.0,0,0.0,0,0.0,1
hai-train1.csv,train_unlabeled,P3_PIT01,280800.0,812.2907692307692,1346.113914444909,17.0,20.0,24.0,26.0,1092.0,4250.0,4650.0,0,0.0,0,0.0,0,0.0,4348
hai-train1.csv,train_unlabeled,P4_HT_FD,280800.0,-0.0001837524572649573,0.0020657148615981172,-0.02271,-0.00673,-0.00036,-0.00014,0.0,0.00506,0.03038,0,0.0,0,0.0,12510,0.04455128205128205,618
hai-train1.csv,train_unlabeled,P4_HT_PO,280800.0,34.28803906274929,31.43215990908024,0.01807,0.05423,0.3255,30.36383,66.89453,79.57178,90.25964,0,0.0,0,0.0,0,0.0,3516
hai-train1.csv,train_unlabeled,P4_HT_PS,280800.0,4.246156237784901,2.6720627056720367,0.07477,0.07477,3.43235,4.91395,7.27084,7.79898,7.79898,0,0.0,0,0.0,0,0.0,6
