source_file,split,feature,file_mean,train_unlabeled_mean,train_unlabeled_std,file_mean_vs_train_unlabeled_sd
hai-train1.csv,train_unlabeled,P1_FCV01D,33.38317529825499,30.051928641421245,24.718098286168825,0.13476953680930082
hai-train1.csv,train_unlabeled,P1_FCV01Z,33.26080746965812,29.889231147423025,24.99029465725489,0.13491542890857017
hai-train1.csv,train_unlabeled,P1_FCV02D,44.149669990527066,47.103226845225336,40.90433765474751,-0.07220644616294061
hai-train1.csv,train_unlabeled,P1_FCV02Z,39.97182178792735,42.69382449310576,38.0311979051066,-0.07157288897315846
hai-train1.csv,train_unlabeled,P1_FCV03D,53.87186969259261,55.07317383609996,3.550406315110656,-0.3383568067673148
hai-train1.csv,train_unlabeled,P1_FCV03Z,54.547071865847585,55.776827975535475,3.6346963182481438,-0.3383380623888299
hai-train1.csv,train_unlabeled,P1_FT01,62.03982618425925,62.73045730719545,7.820877142453708,-0.0883060953850409
hai-train1.csv,train_unlabeled,P1_FT01Z,323.00436059618943,326.602175232809,40.504112874889906,-0.08882590880912672
hai-train1.csv,train_unlabeled,P1_FT02,1098.2733880732906,981.2032745396251,1014.6372652364774,0.11538124760909543
hai-train1.csv,train_unlabeled,P1_FT02Z,1669.4476206500715,1535.7749175522424,1267.9128879840782,0.10542735574709898
hai-train1.csv,train_unlabeled,P1_FT03,245.3620064712251,247.3047432513387,14.981409699554737,-0.12967650034771638
hai-train1.csv,train_unlabeled,P1_FT03Z,996.0862624246795,999.6484869902052,30.31707392441434,-0.11749895700379888
hai-train1.csv,train_unlabeled,P1_LCV01D,15.018768309188037,15.335020240707275,2.725718717716116,-0.11602515309585064
hai-train1.csv,train_unlabeled,P1_LCV01Z,14.905044367200853,15.218693383043284,2.7231372509394105,-0.1151792902595088
hai-train1.csv,train_unlabeled,P1_LIT01,355.45624442097574,346.7775070603078,28.05412493391959,0.3093569085156053
hai-train1.csv,train_unlabeled,P1_PCV01D,27.641835659081195,28.073503722244535,2.519808692196401,-0.17130985558553435
hai-train1.csv,train_unlabeled,P1_PCV01Z,28.09417823896012,28.531967781035252,2.541854190591566,-0.17223235844745557
hai-train1.csv,train_unlabeled,P1_PCV02D,12.000758452742165,12.000419692949576,0.029374013710451837,0.011532635475977836
hai-train1.csv,train_unlabeled,P1_PCV02Z,11.962716878454414,11.877592619756806,0.18001926098054527,0.4728619495155419
hai-train1.csv,train_unlabeled,P1_PIT01,1.1258466928774924,1.115612037617135,0.10270948119123526,0.09964664548642235
hai-train1.csv,train_unlabeled,P1_PIT01_HH,524320.0,524320.0,0.0,
hai-train1.csv,train_unlabeled,P1_PIT02,0.6057139373219373,0.6210277419790273,0.3629717036627381,-0.0421900784622018
hai-train1.csv,train_unlabeled,P1_PP01AD,0.0,0.0,0.0,
hai-train1.csv,train_unlabeled,P1_PP01AR,0.0,0.0,0.0,
hai-train1.csv,train_unlabeled,P1_PP01BD,1.0,1.0,0.0,
hai-train1.csv,train_unlabeled,P1_PP01BR,1.0,1.0,0.0,
hai-train1.csv,train_unlabeled,P1_PP02D,1.0,1.0,0.0,
hai-train1.csv,train_unlabeled,P1_PP02R,1.0,1.0,0.0,
hai-train1.csv,train_unlabeled,P1_PP04,25.166693626816237,24.718782896764836,16.624906348214278,0.026942150570340634
hai-train1.csv,train_unlabeled,P1_PP04D,0.6363176638176639,0.624582775546631,0.4842307235358711,0.02423408449869571
hai-train1.csv,train_unlabeled,P1_PP04SP,27.923367372756406,27.695109996095496,0.29915193041772153,0.7630148879272882
hai-train1.csv,train_unlabeled,P1_SOL01D,524320.0,524320.0,0.0,
hai-train1.csv,train_unlabeled,P1_SOL03D,524320.0,524320.0,0.0,
hai-train1.csv,train_unlabeled,P1_STSP,1.0,1.0,0.0,
hai-train1.csv,train_unlabeled,P1_TIT01,30.639286847685185,30.304332692659525,1.3264458510202557,0.2525200367342735
hai-train1.csv,train_unlabeled,P1_TIT02,35.99535272813391,36.03200851276216,2.0304422302624006,-0.01805310394057095
hai-train1.csv,train_unlabeled,P1_TIT03,28.163483975035614,27.89973913043284,1.2212371237868889,0.21596530228702512
hai-train1.csv,train_unlabeled,P2_24Vdc,28.034975232015675,28.034301890829987,0.0035170969107383744,0.19144800464060963
hai-train1.csv,train_unlabeled,P2_ATSW_Lamp,0.7943340455840456,0.8882708612226685,0.315033091978346,-0.29818078808393783
hai-train1.csv,train_unlabeled,P2_AutoGO,0.7943304843304844,0.8882719767960732,0.3150317170539071,-0.29819693503912775
hai-train1.csv,train_unlabeled,P2_AutoSD,119.54261025352562,118.11740354985496,7.696539289481343,0.18517500529341285
hai-train1.csv,train_unlabeled,P2_Emerg,0.0,0.0,0.0,
hai-train1.csv,train_unlabeled,P2_MASW,0.20566951566951566,0.11172690763052207,0.31503034211951675,0.29820177766671596
hai-train1.csv,train_unlabeled,P2_MASW_Lamp,0.20566951566951566,0.11172690763052207,0.31503034211951675,0.29820177766671596
hai-train1.csv,train_unlabeled,P2_ManualGO,0.20566595441595442,0.11172913877733155,0.315033091978346,0.2981807880839378
hai-train1.csv,train_unlabeled,P2_ManualSD,10.623628020690882,11.298660684605089,3.788750178911469,-0.17816763630167562
hai-train1.csv,train_unlabeled,P2_OnOff,1.0,1.0,0.0,
hai-train1.csv,train_unlabeled,P2_RTR,2880.0,2880.0,0.0,
hai-train1.csv,train_unlabeled,P2_SCO,54670.470302706555,54713.93238844266,163.29332486110627,-0.2661595982142916
hai-train1.csv,train_unlabeled,P2_SCST,720.5394270824431,720.4717350813588,0.22413520828540243,0.30201413513808567
hai-train1.csv,train_unlabeled,P2_SIT01,890.321136039886,904.6798806336457,32.897472864544426,-0.436469532261091
hai-train1.csv,train_unlabeled,P2_TripEx,1.0,1.0,0.0,
hai-train1.csv,train_unlabeled,P2_VIBTR01,6.544948100071225,6.717268621374386,0.4122804521581745,-0.4179691770519585
hai-train1.csv,train_unlabeled,P2_VIBTR02,-2.9121423967236453,-3.131413944109772,0.39761719194588613,0.551463950321264
hai-train1.csv,train_unlabeled,P2_VIBTR03,9.259638906339033,9.652365128960287,0.3907016064468878,-1.005182001151157
hai-train1.csv,train_unlabeled,P2_VIBTR04,-0.7062384950142451,-1.0814941414547077,0.3718499808243495,1.0091587085968463
hai-train1.csv,train_unlabeled,P2_VT01,11.955594233582623,11.953446192469881,0.04695130526055751,0.045750402482339594
hai-train1.csv,train_unlabeled,P2_VTR01,50.0,50.0,0.0,
hai-train1.csv,train_unlabeled,P2_VTR02,50.0,50.0,0.0,
hai-train1.csv,train_unlabeled,P2_VTR03,50.0,50.0,0.0,
hai-train1.csv,train_unlabeled,P2_VTR04,50.0,50.0,0.0,
