group,feature,rows,finite_count,missing_count,missing_rate,infinite_count,infinite_rate,zero_count,zero_rate,mean,std,min,max,sample_q01,sample_q25,sample_median,sample_q75,sample_q99
train_unlabeled,P1_FCV01D,896400,896400,0,0.0,0,0.0,22390,0.0249776885319054,30.051928641421245,24.718098286168825,0.0,92.23854,0.0,6.6861524999999995,19.001025,53.824385,78.20321659999999
train_unlabeled,P1_FCV01Z,896400,896400,0,0.0,0,0.0,0,0.0,29.889231147423025,24.99029465725489,0.31433,92.19513,0.32959,6.27289,18.73169,53.8707725,78.49273
train_unlabeled,P1_FCV02D,896400,896400,0,0.0,0,0.0,0,0.0,47.103226845225336,40.90433765474751,15.0,100.0,15.0,15.0,15.0,100.0,100.0
train_unlabeled,P1_FCV02Z,896400,896400,0,0.0,0,0.0,0,0.0,42.69382449310576,38.0311979051066,12.29248,97.72644,12.31537,12.4527,12.700655000000001,97.32971,97.5891
train_unlabeled,P1_FCV03D,896400,896400,0,0.0,0,0.0,0,0.0,55.07317383609996,3.550406315110656,47.68718,68.65218,49.8400045,52.4457375,54.28614,57.254175,66.0843942
train_unlabeled,P1_FCV03Z,896400,896400,0,0.0,0,0.0,0,0.0,55.776827975535475,3.6346963182481438,48.33374,69.7113,50.33264,53.05634,54.93316,58.11462,66.94946
train_unlabeled,P1_FT01,896400,896400,0,0.0,0,0.0,0,0.0,62.73045730719545,7.820877142453708,0.80104,198.78384,46.76814,57.64009,62.40847,67.36754,83.04785379999983
train_unlabeled,P1_FT01Z,896400,896400,0,0.0,0,0.0,0,0.0,326.602175232809,40.504112874889906,4.17075,892.22717,243.5061,300.11276,324.94006,350.76031,432.4024750999991
train_unlabeled,P1_FT02,896400,896400,0,0.0,0,0.0,0,0.0,981.2032745396251,1014.6372652364774,1.18252,2506.67578,4.23427,17.39503,425.94907,2271.7378575,2473.48779
train_unlabeled,P1_FT02Z,896400,896400,0,0.0,0,0.0,0,0.0,1535.7749175522424,1267.9128879840782,6.15698,3190.0,22.04645,93.54926,1303.665285,3042.01178,3173.00965
train_unlabeled,P1_FT03,896400,896400,0,0.0,0,0.0,0,0.0,247.3047432513387,14.981409699554737,217.09438,287.47559,223.57936,233.30688,247.8027,260.3912,274.12415
train_unlabeled,P1_FT03Z,896400,896400,0,0.0,0,0.0,0,0.0,999.6484869902052,30.31707392441434,933.97516,1071.65918,948.76093,970.9397,1003.99017,1026.37415,1049.65442
train_unlabeled,P1_LCV01D,896400,896400,0,0.0,0,0.0,0,0.0,15.335020240707275,2.725718717716116,0.59662,34.8345,8.4826146,13.5694675,15.37226,17.0974825,21.8963472
train_unlabeled,P1_LCV01Z,896400,896400,0,0.0,0,0.0,0,0.0,15.218693383043284,2.7231372509394105,0.29907,35.02045,8.27179,13.49792,15.26794,16.93115,21.92078
train_unlabeled,P1_LIT01,896400,896400,0,0.0,0,0.0,0,0.0,346.7775070603078,28.05412493391959,280.28442,426.53,297.51083,325.11395,342.49371,368.87009,403.11844
train_unlabeled,P1_PCV01D,896400,896400,0,0.0,0,0.0,0,0.0,28.073503722244535,2.519808692196401,12.03997,44.96126,22.717996799999998,26.3658075,27.987925,29.666195,34.75342249999999
train_unlabeled,P1_PCV01Z,896400,896400,0,0.0,0,0.0,0,0.0,28.531967781035252,2.541854190591566,12.74261,45.73975,23.170397700000002,26.84937,28.39813,30.17578,35.281442299999995
train_unlabeled,P1_PCV02D,896400,896400,0,0.0,0,0.0,0,0.0,12.000419692949576,0.029374013710451837,12.0,17.17402,12.0,12.0,12.0,12.0,12.0
train_unlabeled,P1_PCV02Z,896400,896400,0,0.0,0,0.0,0,0.0,11.877592619756806,0.18001926098054527,11.66687,16.29791,11.6745,11.68976,11.8042,12.04071,12.26959
train_unlabeled,P1_PIT01,896400,896400,0,0.0,0,0.0,0,0.0,1.115612037617135,0.10270948119123526,0.47012,2.04865,0.85922,1.04996,1.11938,1.18195,1.3559
train_unlabeled,P1_PIT01_HH,896400,896400,0,0.0,0,0.0,0,0.0,524320.0,0.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0
train_unlabeled,P1_PIT02,896400,896400,0,0.0,0,0.0,0,0.0,0.6210277419790273,0.3629717036627381,0.31143,1.54282,0.3183,0.37399,0.4007,0.8205025,1.50543
train_unlabeled,P1_PP01AD,896400,896400,0,0.0,0,0.0,896400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_unlabeled,P1_PP01AR,896400,896400,0,0.0,0,0.0,896400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_unlabeled,P1_PP01BD,896400,896400,0,0.0,0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_unlabeled,P1_PP01BR,896400,896400,0,0.0,0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_unlabeled,P1_PP02D,896400,896400,0,0.0,0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_unlabeled,P1_PP02R,896400,896400,0,0.0,0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_unlabeled,P1_PP04,896400,896400,0,0.0,0,0.0,146226,0.16312583668005354,24.718782896764836,16.624906348214278,0.0,45.0,0.0,5.631057500000001,33.958394999999996,40.0,40.0
train_unlabeled,P1_PP04D,896400,896400,0,0.0,0,0.0,336524,0.37541722445336906,0.624582775546631,0.4842307235358711,0.0,1.0,0.0,0.0,1.0,1.0,1.0
train_unlabeled,P1_PP04SP,896400,896400,0,0.0,0,0.0,0,0.0,27.695109996095496,0.29915193041772153,27.05119,27.98469,27.05119,27.65792,27.81435,27.91761,27.98469
train_unlabeled,P1_SOL01D,896400,896400,0,0.0,0,0.0,0,0.0,524320.0,0.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0
train_unlabeled,P1_SOL03D,896400,896400,0,0.0,0,0.0,0,0.0,524320.0,0.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0,524320.0
train_unlabeled,P1_STSP,896400,896400,0,0.0,0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_unlabeled,P1_TIT01,896400,896400,0,0.0,0,0.0,0,0.0,30.304332692659525,1.3264458510202557,27.67029,34.12476,28.00598,29.34875,30.11169,31.073,33.39233
train_unlabeled,P1_TIT02,896400,896400,0,0.0,0,0.0,0,0.0,36.03200851276216,2.0304422302624006,32.49207,39.61792,32.69043,34.288777499999995,35.74219,38.16833,39.328
train_unlabeled,P1_TIT03,896400,896400,0,0.0,0,0.0,0,0.0,27.89973913043284,1.2212371237868889,25.51602,30.59579,25.83728,26.86081,27.78934,28.95932,30.263752999999998
train_unlabeled,P2_24Vdc,896400,896400,0,0.0,0,0.0,0,0.0,28.034301890829987,0.0035170969107383744,28.01436,28.0499,28.02645,28.03169,28.03426,28.03686,28.0421
train_unlabeled,P2_ATSW_Lamp,896400,896400,0,0.0,0,0.0,100154,0.11172913877733155,0.8882708612226685,0.315033091978346,0.0,1.0,0.0,1.0,1.0,1.0,1.0
train_unlabeled,P2_AutoGO,896400,896400,0,0.0,0,0.0,100153,0.11172802320392682,0.8882719767960732,0.3150317170539071,0.0,1.0,0.0,1.0,1.0,1.0,1.0
train_unlabeled,P2_AutoSD,896400,896400,0,0.0,0,0.0,0,0.0,118.11740354985496,7.696539289481343,100.73859,129.35278,101.20354,112.0,118.57471,125.25388,129.35278
train_unlabeled,P2_Emerg,896400,896400,0,0.0,0,0.0,896400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_unlabeled,P2_MASW,896400,896400,0,0.0,0,0.0,796248,0.8882730923694779,0.11172690763052207,0.31503034211951675,0.0,1.0,0.0,0.0,0.0,0.0,1.0
train_unlabeled,P2_MASW_Lamp,896400,896400,0,0.0,0,0.0,796248,0.8882730923694779,0.11172690763052207,0.31503034211951675,0.0,1.0,0.0,0.0,0.0,0.0,1.0
train_unlabeled,P2_ManualGO,896400,896400,0,0.0,0,0.0,796246,0.8882708612226684,0.11172913877733155,0.315033091978346,0.0,1.0,0.0,0.0,0.0,0.0,1.0
train_unlabeled,P2_ManualSD,896400,896400,0,0.0,0,0.0,90221,0.10064814814814815,11.298660684605089,3.788750178911469,0.0,12.92742,0.0,12.22263,12.56844,12.83155,12.92742
train_unlabeled,P2_OnOff,896400,896400,0,0.0,0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_unlabeled,P2_RTR,896400,896400,0,0.0,0,0.0,0,0.0,2880.0,0.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0
train_unlabeled,P2_SCO,896400,896400,0,0.0,0,0.0,0,0.0,54713.93238844266,163.29332486110627,54150.0,54834.0,54166.0,54724.0,54764.0,54807.0,54831.0
train_unlabeled,P2_SCST,896400,896400,0,0.0,0,0.0,0,0.0,720.4717350813588,0.22413520828540243,719.39648,721.15314,719.7577248,720.375965,720.50049,720.609455,720.8907151999999
train_unlabeled,P2_SIT01,896400,896400,0,0.0,0,0.0,0,0.0,904.6798806336457,32.897472864544426,746.0,967.0,795.0,905.0,916.0,922.0,934.0
train_unlabeled,P2_TripEx,896400,896400,0,0.0,0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_unlabeled,P2_VIBTR01,896400,896400,0,0.0,0,0.0,0,0.0,6.717268621374386,0.4122804521581745,5.1235,7.8625,5.770474,6.391675,6.71045,7.042425,7.519483999999999
train_unlabeled,P2_VIBTR02,896400,896400,0,0.0,0,0.0,0,0.0,-3.131413944109772,0.39761719194588613,-4.0538,-1.8484,-3.8835,-3.4649,-3.1506,-2.853875,-2.2616370000000003
train_unlabeled,P2_VIBTR03,896400,896400,0,0.0,0,0.0,0,0.0,9.652365128960287,0.3907016064468878,7.9889,10.601,8.551079,9.4494,9.6996,9.9374,10.358842000000001
train_unlabeled,P2_VIBTR04,896400,896400,0,0.0,0,0.0,4,4.462293618920125e-06,-1.0814941414547077,0.3718499808243495,-1.9099,0.3069,-1.7171420000000002,-1.369325,-1.1468500000000001,-0.87235,-0.09515000000000436
train_unlabeled,P2_VT01,896400,896400,0,0.0,0,0.0,0,0.0,11.953446192469881,0.04695130526055751,11.78804,12.07476,11.8615727,11.914395,11.950524999999999,11.9913925,12.042904199999999
train_unlabeled,P2_VTR01,896400,896400,0,0.0,0,0.0,0,0.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
train_unlabeled,P2_VTR02,896400,896400,0,0.0,0,0.0,0,0.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
train_unlabeled,P2_VTR03,896400,896400,0,0.0,0,0.0,0,0.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
train_unlabeled,P2_VTR04,896400,896400,0,0.0,0,0.0,0,0.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
train_unlabeled,P3_FIT01,896400,896400,0,0.0,0,0.0,0,0.0,1058.827974118697,1673.7999236531034,20.0,5478.0,22.0,28.0,47.0,1793.0,5287.0
train_unlabeled,P3_LCP01D,896400,896400,0,0.0,0,0.0,45097,0.05030901383311022,4982.530986166889,5111.244936530137,-16.0,13824.0,-8.0,120.0,3220.0,9976.0,13800.0
train_unlabeled,P3_LCV01D,896400,896400,0,0.0,0,0.0,4693,0.0052353859883980365,7418.3767782240075,6825.962951311482,-176.0,19408.0,-176.0,-36.0,6752.0,14448.0,17152.0
train_unlabeled,P3_LH01,896400,896400,0,0.0,0,0.0,0,0.0,70.0,0.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
train_unlabeled,P3_LIT01,896400,896400,0,0.0,0,0.0,0,0.0,15065.014423248549,3250.1284259363583,7969.0,19757.0,8286.0,12670.75,15630.0,17865.0,19415.42
train_unlabeled,P3_LL01,896400,896400,0,0.0,0,0.0,0,0.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
train_unlabeled,P3_PIT01,896400,896400,0,0.0,0,0.0,0,0.0,768.9702855867916,1301.9439782904271,16.0,4724.0,18.0,23.0,25.0,1010.0,4205.0
train_unlabeled,P4_HT_FD,896400,896400,0,0.0,0,0.0,29318,0.03270638107987506,-0.00019906599732262382,0.0020901434604624135,-0.02713,0.03262,-0.00687,-0.00036,-0.00022,7e-05,0.005239399999999878
train_unlabeled,P4_HT_PO,896400,896400,0,0.0,0,0.0,206,0.00022980812137438645,34.763848257005804,31.39706210601242,0.0,90.56714,0.01807,0.37979,31.5755,67.20197,79.51746
train_unlabeled,P4_HT_PS,896400,896400,0,0.0,0,0.0,0,0.0,4.192553876193664,2.31649583297335,0.07477,7.79898,0.07477,2.39959,4.40061,5.75609,7.79898
train_unlabeled,P4_LD,896400,896400,0,0.0,0,0.0,0,0.0,366.42081307202136,60.6433091017886,228.40717,499.1319,250.9727674,317.22003,364.80035,414.7406775,482.2448226
train_unlabeled,P4_ST_FD,896400,896400,0,0.0,0,0.0,14999,0.01673248549754574,-4.7839669790272196e-05,0.0016438320179089042,-0.02185,0.01006,-0.00405,-0.00109,-7e-05,0.00101,0.00398
train_unlabeled,P4_ST_GOV,896400,896400,0,0.0,0,0.0,0,0.0,18122.61867916109,1805.4962770874317,12760.0,26809.0,14011.58,17046.0,18073.0,19150.25,22783.21
train_unlabeled,P4_ST_LD,896400,896400,0,0.0,0,0.0,0,0.0,331.4861095289156,36.957548799163334,229.65497,497.4682,250.9184927,306.297,331.14508,354.6911,427.6425002999992
train_unlabeled,P4_ST_PO,896400,896400,0,0.0,0,0.0,0,0.0,331.7931687316934,33.47222705050925,231.55377,494.59271,255.7975227,312.04338,330.69299,350.73059,419.68044079999896
train_unlabeled,P4_ST_PS,896400,896400,0,0.0,0,0.0,0,0.0,15.38308132814592,8.856976678681887,1.13254,29.28165,1.13254,8.08544,15.28224,24.67119,29.28165
train_unlabeled,P4_ST_PT01,896400,896400,0,0.0,0,0.0,0,0.0,9973.489666443551,29.109093753605364,9804.0,10229.0,9909.0,9951.0,9970.0,9998.0,10044.0
train_unlabeled,P4_ST_TT01,896400,896400,0,0.0,0,0.0,0,0.0,27098.927878179384,128.22046302934422,26838.0,27471.0,26876.0,27006.0,27080.0,27174.0,27398.0
train_unlabeled,x1001_05_SETPOINT_OUT,896400,896400,0,0.0,0,0.0,0,0.0,0.13097948992637212,0.04132340515926291,0.05086,0.19995,0.05086,0.102,0.12971,0.16692,0.19764
train_unlabeled,x1001_15_ASSIGN_OUT,896400,896400,0,0.0,0,0.0,0,0.0,1.1156140547746543,0.10591851172949579,0.77841,1.59844,0.8742495,1.0455775,1.11293,1.1793,1.374344699999999
train_unlabeled,x1002_07_SETPOINT_OUT,896400,896400,0,0.0,0,0.0,0,0.0,346.1527200947791,27.339926943828875,302.3558,398.54944,302.3558,324.43817,340.57462,369.1832,397.96722
train_unlabeled,x1002_08_SETPOINT_OUT,896400,896400,0,0.0,0,0.0,0,0.0,999.651157012829,30.10492302737235,950.62006,1049.25671,950.62006,970.54089,1002.09198,1024.7749,1049.25671
train_unlabeled,x1003_10_SETPOINT_OUT,896400,896400,0,0.0,0,0.0,0,0.0,1535.7768735818609,1267.9194488135429,6.15698,3190.0,21.05352,90.57009,1302.23022,3040.97949,3172.7594525
train_unlabeled,x1003_18_SETPOINT_OUT,896400,896400,0,0.0,0,0.0,0,0.0,26.448377137684066,0.9214999677569431,25.13999,28.0,25.13999,25.38461,26.14558,27.24555,28.0
train_unlabeled,x1003_24_SUM_OUT,896400,896400,0,0.0,0,0.0,0,0.0,30.23049530031236,0.9783047674173371,27.95674,33.08534,28.3743476,29.3438275,30.189475,31.03529,32.1349292
test_all,P1_FCV01D,284400,284400,0,0.0,0,0.0,13436,0.047243319268635724,25.179170571343178,22.23545442285037,0.0,89.52925,0.0,5.27876,16.700445000000002,41.4408475,72.08779310000003
test_all,P1_FCV01Z,284400,284400,0,0.0,0,0.0,0,0.0,24.98145204943741,22.48980801022278,0.31433,90.14282,0.32959,4.85382,16.675565,41.52832,71.99249
test_all,P1_FCV02D,284400,284400,0,0.0,0,0.0,0,0.0,51.78510642208157,41.79400634419439,15.0,100.0,15.0,15.0,15.0,100.0,100.0
test_all,P1_FCV02Z,284400,284400,0,0.0,0,0.0,0,0.0,47.16822679103375,38.919443012433106,12.30011,97.61199,12.323,12.4527,24.659725,97.33733,97.5891
test_all,P1_FCV03D,284400,284400,0,0.0,0,0.0,0,0.0,52.977573535267226,2.2996059579054045,42.45292,71.54047,49.4640379,51.51294,52.529145,53.8364325,60.2092113
