dataset,file_or_session,ratio,stage,scope,channel,sample_count,unique_value_count,minimum,maximum,variance,variance_zero,iqr,iqr_zero,range,zero_range,constant,nan_count,infinite_count,nonfinite_count,nonfinite,finite,scaler_execution_ready,variation_available
HAI,train_1,5,normal,fit_pool,P1_FCV01D,252720,235062,0.0,80.3390121459961,645.97314453125,False,50.339247941970825,False,80.3390121459961,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FCV01Z,252720,9149,0.3219600021839142,80.86547088623047,659.4576416015625,False,50.6591796875,False,80.54351088404655,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FCV02D,252720,5222,15.0,100.0,1632.9322509765625,False,85.0,False,85.0,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FCV02Z,252720,8093,12.361140251159668,97.59674072265625,1416.380615234375,False,84.86938285827637,False,85.23560047149658,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FCV03D,252720,210918,48.39802932739258,66.12566375732422,7.352065563201904,False,3.848939895629883,False,17.72763442993164,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FCV03Z,252720,1603,48.9593505859375,66.6900634765625,7.7536773681640625,False,4.00543212890625,False,17.730712890625,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FT01,252720,632,0.80103999376297,198.78384399414062,59.57194900512695,False,9.345966339111328,False,197.98280400037766,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FT01Z,252720,632,4.170750141143799,892.2271728515625,1592.8468017578125,False,48.661346435546875,False,888.0564227104187,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FT02,252720,12988,3.4713900089263916,2506.294189453125,1079133.75,False,2311.706470489502,False,2502.8227994441986,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FT02Z,252720,12988,18.074369430541992,3190.0,1649553.875,False,2853.6533203125,False,3171.925630569458,False,False,0,0,0,False,True,True,True
HAI,train_1,5,normal,fit_pool,P1_FT03,252720,337,218.04811096191406,282.70721435546875,167.43978881835938,False,17.166168212890625,False,64.65910339355469,False,False,0,0,0,False,True,True,True
