source_file,series_id,feature,left_group,right_group,left_count,right_count,left_mean,right_mean,left_std,mean_difference,absolute_mean_difference_in_left_sd,left_zero_variance_but_mean_changed,ks_statistic
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_level_ini,post_train_normal,anomaly,148151,1850,2.301574139268948,2.38321328163,0.35215680281187506,0.08163914236105185,0.2318261118603582,False,0.6323413274294469
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_temperature.T,post_train_normal,anomaly,148151,1850,313.1546194548568,307.3838485637125,12.182776622222047,-5.770770891144309,0.4736827301436447,False,0.5288725692030428
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,C_temperature.T,post_train_normal,anomaly,148151,1850,329.72552786730614,329.3695983890001,0.22636505233305246,-0.35592947830605226,1.572369385811246,False,0.8775776066310723
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_level,post_train_normal,anomaly,148151,1850,1.8204226458874875,1.8832132816299998,0.4823644755510362,0.06279063574251231,0.13017259546483498,False,0.556756282441563
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,out_valve_act,post_train_normal,anomaly,148151,1850,0.02836970388320025,0.0,0.16602725633246057,-0.02836970388320025,0.17087377404100118,False,0.02836970388320026
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dT_rand,post_train_normal,anomaly,148151,1850,0.1854917168438539,0.26642659306499994,0.7583121227028886,0.08093487622114603,0.10673029455557949,False,0.6202590600130947
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,inv_valve_act,post_train_normal,anomaly,148151,1850,0.032763869295516064,0.0,0.17801857226653672,-0.032763869295516064,0.18404747818368442,False,0.03276386929551611
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,limiter.y,post_train_normal,anomaly,148151,1850,285.40109094949236,285.66427612300004,6.452934318675744,0.26318517350767934,0.04078534826334472,False,0.6202590600130947
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,inj_valve_act,post_train_normal,anomaly,148151,1850,0.11488278850632125,0.0,0.3188815136923182,-0.11488278850632125,0.36026794772797377,False,0.11488278850632128
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,Relaxing.active,post_train_normal,anomaly,148151,1850,0.1390135739887007,0.0,0.3459618593499748,-0.1390135739887007,0.4018176288273288,False,0.13901357398870073
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,boundary.m_flow_in,post_train_normal,anomaly,148151,1850,2.297655770126425,0.0,6.377630273846363,-2.297655770126425,0.3602679477279738,False,0.11488278850632128
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dir_valve_act,post_train_normal,anomaly,148151,1850,0.030293416851725603,0.0,0.17139406066384985,-0.030293416851725603,0.17674717977036086,False,0.030293416851725596
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dt_rand,post_train_normal,anomaly,148151,1850,0.013511324207131793,-0.5918722778544121,1.0029707720630672,-0.6053836020615438,0.6035904723487566,False,0.49554466252200324
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,C_level,post_train_normal,anomaly,148151,1850,1.1262371558208755,0.5676766633990001,0.4052176925439644,-0.5585604924218753,1.378420791341123,False,0.8775776066310723
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,HT_temperature.T,post_train_normal,anomaly,148151,1850,322.4509800376289,336.2720950729724,9.745593365313733,13.821115035343496,1.4181912293339938,False,0.6215490258569278
