source_file,series_id,feature,file_train_mean,file_train_std,global_train_mean,global_train_std,file_train_mean_vs_global_train_sd
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_level_ini,2.2669944907755455,0.41534392903268097,2.21311171302913,0.47634846683472576,0.11311630350037569
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_temperature.T,311.7524841143568,13.675506896686183,311.6877958602708,13.63812326727883,0.004743193239877957
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,C_temperature.T,317.1690550615169,20.932610585537653,317.53591162472776,20.717635891627737,-0.01770745297049744
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_level,1.818385255502025,0.44538772754521133,1.7706173428573646,0.4901865615842382,0.09744843369487502
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,out_valve_act,0.02638,0.16026418593118627,0.025670185654719832,0.15814944671648998,0.0044882505757521405
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dT_rand,0.1804639437114302,0.6703912442210628,0.15948058018306635,0.9328480964046898,0.022493869697795703
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,inv_valve_act,0.03176,0.1753622463312693,0.031417181653708236,0.17444244614388257,0.001965223223303114
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,limiter.y,284.97660732478477,6.296437082876156,285.1693483115862,8.303377625378504,-0.023212359535754484
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,inj_valve_act,0.11688,0.32128045384461296,0.12133699930614547,0.32651863396259256,-0.013650061106944625
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,Relaxing.active,0.1371,0.34395632879643656,0.13421059457496545,0.34087857818653733,0.008476347913694334
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,boundary.m_flow_in,2.3376,6.4256090768922585,2.4267399861229095,6.530372679251851,-0.013650061106944618
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dir_valve_act,0.03,0.17058892699011924,0.029445046073237315,0.1690504614004931,0.0032827708493971945
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dt_rand,-0.02211644587469387,1.002125496746795,0.001416129260518523,0.9750823424770573,-0.02413393629447873
