source_file,series_id,feature,left_group,right_group,left_count,right_count,left_mean,right_mean,left_std,mean_difference,absolute_mean_difference_in_left_sd,left_zero_variance_but_mean_changed,ks_statistic
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_level_ini,train_prefix_sample,post_train_normal_sample,3000,3000,2.2750939817025335,2.299487029949003,0.4021654197179778,0.024393048246469373,0.0606542657585409,False,0.21399999999999997
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_temperature.T,train_prefix_sample,post_train_normal_sample,3000,3000,312.47823654172436,313.1694719340107,13.407223133437611,0.6912353922863304,0.051556939524814015,False,0.07666666666666666
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,C_temperature.T,train_prefix_sample,post_train_normal_sample,3000,3000,317.0294235940257,329.724245534217,21.085510852215382,12.694821940191332,0.6020637597621938,False,0.9803333333333333
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_level,train_prefix_sample,post_train_normal_sample,3000,3000,1.826234488248393,1.8195469708436243,0.44920129416539517,-0.006687517404768695,0.01488757377067209,False,0.138
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,out_valve_act,train_prefix_sample,post_train_normal_sample,3000,3000,0.024333333333333332,0.029,0.15410755530393747,0.00466666666666667,0.030281881102213786,False,0.004666666666666708
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dT_rand,train_prefix_sample,post_train_normal_sample,3000,3000,0.19049466625902997,0.17724791437521953,0.6790844725921973,-0.013246751883810443,0.019506780700264018,False,0.20766666666666667
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,inv_valve_act,train_prefix_sample,post_train_normal_sample,3000,3000,0.034666666666666665,0.039,0.18296460742835674,0.004333333333333335,0.023683997655284963,False,0.004333333333333411
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,limiter.y,train_prefix_sample,post_train_normal_sample,3000,3000,285.082388173376,285.33601550285834,6.37270324351866,0.2536273294823559,0.03979901774655942,False,0.20766666666666667
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,inj_valve_act,train_prefix_sample,post_train_normal_sample,3000,3000,0.119,0.11366666666666667,0.32384248946979666,-0.005333333333333329,0.016468911605963754,False,0.005333333333333301
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,Relaxing.active,train_prefix_sample,post_train_normal_sample,3000,3000,0.14566666666666667,0.14133333333333334,0.3528305334727601,-0.004333333333333328,0.012281627926818523,False,0.004333333333333411
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,boundary.m_flow_in,train_prefix_sample,post_train_normal_sample,3000,3000,2.38,2.2733333333333334,6.476849789395932,-0.10666666666666647,0.01646891160596374,False,0.005333333333333301
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dir_valve_act,train_prefix_sample,post_train_normal_sample,3000,3000,0.032,0.026,0.1760293406687043,-0.006000000000000002,0.0340852267991635,False,0.006000000000000005
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dt_rand,train_prefix_sample,post_train_normal_sample,3000,3000,-0.045940859804379876,0.01825195017776278,1.0130534117596401,0.06419280998214266,0.06336567177701113,False,0.09866666666666665
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,C_level,train_prefix_sample,post_train_normal_sample,3000,3000,0.18404460770729572,1.121339971662772,0.12556393097694507,0.9372953639554764,7.464686368632201,False,0.9803333333333333
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,HT_temperature.T,train_prefix_sample,post_train_normal_sample,3000,3000,321.90568449910495,322.543490427654,10.849663529986397,0.6378059285490281,0.05878577955770281,False,0.024333333333333332
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,heater_act,train_prefix_sample,post_train_normal_sample,3000,3000,0.6316666666666667,0.6376666666666667,0.48243286515191086,0.006000000000000005,0.01243696363453741,False,0.006000000000000005
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,HT_level,train_prefix_sample,post_train_normal_sample,3000,3000,0.4323820317661333,0.43518783529605254,0.23000893938993003,0.0028058035299192152,0.012198671657550609,False,0.008666666666666656
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,limiter1.y,train_prefix_sample,post_train_normal_sample,3000,3000,99.5405915196665,100.18251955159482,10.130534149219061,0.641928031928316,0.06336566487738465,False,0.09866666666666665
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dL_rand,train_prefix_sample,post_train_normal_sample,3000,3000,0.19049466625902997,0.17724791437521953,0.6790844725921973,-0.013246751883810443,0.019506780700264018,False,0.20766666666666667
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,2,RT_level_ini,train_prefix_sample,post_train_normal_sample,3000,3000,1.9123780924886566,2.2857622832845967,0.4502438115480354,0.3733841907959401,0.8292933322329621,False,0.5286666666666666
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,2,RT_temperature.T,train_prefix_sample,post_train_normal_sample,3000,3000,310.4141812337226,313.80350742596437,14.670683913261254,3.3893261922417537,0.23102714312984715,False,0.15400000000000003
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,2,C_temperature.T,train_prefix_sample,post_train_normal_sample,3000,3000,316.79704211408597,329.87495181279036,21.207907207422004,13.077909698704389,0.6166525329820187,False,0.9846666666666667
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,2,RT_level,train_prefix_sample,post_train_normal_sample,3000,3000,1.5052494374919743,1.7993680293950345,0.43840190878916696,0.2941185919030602,0.6708880276442993,False,0.3883333333333333
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,2,out_valve_act,train_prefix_sample,post_train_normal_sample,3000,3000,0.018666666666666668,0.030666666666666665,0.135367390210246,0.011999999999999997,0.08864764240015402,False,0.0119999999999999
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,2,dT_rand,train_prefix_sample,post_train_normal_sample,3000,3000,-0.5743362903346768,0.30504182244822864,0.6932756296009522,0.8793781127829055,1.26843938433127,False,0.5576666666666666
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,2,inv_valve_act,train_prefix_sample,post_train_normal_sample,3000,3000,0.03266666666666666,0.035,0.17779227275945717,0.00233333333333334,0.013123929949926493,False,0.0023333333333334094
