source_file,series_id,feature,count,mean,std,min,q01,q25,median,q75,q99,max,missing_count,missing_rate,infinite_count,infinite_rate,zero_count,zero_rate,n_unique
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_level_ini,200001.0,2.2936844286609896,0.36781625881966673,0.0,1.34887993336,2.13027596474,2.31965851784,2.50693535805,2.70000004768,2.70000004768,0,0.0,0,0.0,972,0.0048599757001215,23
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_temperature.T,200001.0,312.750708008546,12.553093053798182,283.033294678,283.064331055,302.507354736,314.20904541,324.107421875,330.495422363,330.730407715,0,0.0,0,0.0,0,0.0,29656
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,C_temperature.T,200001.0,326.5831330301587,11.795000719421207,273.149993896,273.149993896,329.148498535,329.633148193,329.892333984,329.988952637,329.988952637,0,0.0,0,0.0,0,0.0,5540
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,RT_level,200001.0,1.8204941113144129,0.47115118017760593,0.5,0.5,1.55756556988,1.84805512428,2.20000004768,2.70000004768,2.70000004768,0,0.0,0,0.0,0,0.0,40823
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,out_valve_act,200001.0,0.027609861950690248,0.16385265243974978,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,194479,0.9723901380493097,2
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dT_rand,200001.0,0.18498342370725923,0.7337433970431986,-1.80224001408,-1.80224001408,-0.239448219538,0.139316990972,0.51387065649,1.33387243748,1.33387243748,0,0.0,0,0.0,9357,0.04678476607616962,26
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,inv_valve_act,200001.0,0.032209838950805245,0.17655741583800602,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,193559,0.9677901610491948,2
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,limiter.y,200001.0,285.29740502460004,6.386792300079679,274.0,274.0,280.605529785,284.393157959,288.138702393,296.3387146,296.3387146,0,0.0,0,0.0,0,0.0,24
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,inj_valve_act,200001.0,0.11431942840285798,0.3181996275060441,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,177137,0.885680571597142,2
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,Relaxing.active,200001.0,0.13724931375343125,0.34411121993817867,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,172551,0.8627506862465688,2
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,boundary.m_flow_in,200001.0,2.2863885680571596,6.3639925501208845,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0,0.0,0,0.0,177137,0.885680571597142,2
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dir_valve_act,200001.0,0.029939850300748496,0.17042183217532783,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,194013,0.9700601496992515,2
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,1,dt_rand,200001.0,-0.0009953440990523629,1.0037453420584266,-3.48927283287,-2.15100550652,-0.681173145771,-0.0188299212605,0.703238010406,2.30985450745,2.30985450745,0,0.0,0,0.0,2416,0.012079939600301999,276
